age,annual_income,loan_amount,loan_term,credit_score,num_credit_lines,delinq_2yrs,dti_ratio,employment_years,home_ownership,loan_purpose,num_inquiries,default
57,24820,6910,48,728,12,1,0.45849763683335293,13.509044387273665,MORTGAGE,home_improvement,1,0
35,44755,30081,48,650,14,0,0.288831143448411,17.38808841757399,OWN,debt_consolidation,2,0
55,67092,24968,60,666,1,2,0.4669883247242862,14.385112019951077,OWN,home_improvement,1,0
48,45396,26129,24,733,6,0,0.4280003421012789,0.0,MORTGAGE,home_improvement,2,0
27,79257,25841,36,611,5,0,0.4460276967134841,4.697909295951035,RENT,debt_consolidation,0,0
52,38742,6419,24,540,7,2,0.6016682844632789,8.679085599771838,RENT,debt_consolidation,0,0
31,40297,8242,60,655,9,0,0.3991661284888117,4.998571737937831,RENT,medical,0,0
30,80714,42912,48,674,11,0,0.2589556664003799,6.78086591627132,OWN,home_improvement,2,0
29,56000,14565,48,628,4,0,0.18343182035008035,0.0,RENT,debt_consolidation,1,0
34,38290,4120,12,767,9,1,0.5191904239990732,11.571065004916523,RENT,debt_consolidation,0,0
33,91151,15891,12,451,13,0,0.4035961514053172,0.0,RENT,debt_consolidation,0,0
45,32427,22557,48,739,6,1,0.6005032982480336,0.0,MORTGAGE,debt_consolidation,1,1
22,31692,20317,48,713,5,2,0.05,1.9266460785417712,OWN,home_improvement,1,0
55,8976,6308,12,686,2,0,0.4866000631679663,6.512330231156003,MORTGAGE,debt_consolidation,1,0
27,35158,60438,12,383,1,0,0.31082939968690576,0.0,RENT,home_improvement,1,1
41,107498,4021,24,752,8,1,0.2969718507678243,1.6980388296758484,MORTGAGE,debt_consolidation,2,0
38,14138,14599,48,567,12,0,0.23527882397771133,12.744725211547724,OWN,debt_consolidation,1,0
23,27690,53596,48,609,12,0,0.48493565208277145,6.438198234872878,OWN,debt_consolidation,0,0
62,63795,21446,60,636,6,0,0.44203042659248365,9.167734893490309,RENT,debt_consolidation,0,0
59,12747,26081,24,682,14,0,0.1786426962440839,0.8187860787512768,RENT,medical,1,0
61,36083,5752,36,701,7,0,0.37473821568876065,6.730819877213852,MORTGAGE,debt_consolidation,1,0
69,97199,17634,36,721,6,0,0.4559171496020705,6.320666968443157,MORTGAGE,other,0,0
31,167011,12974,36,715,10,0,0.376701578888886,3.023647645468052,RENT,other,3,0
59,58346,5409,12,670,13,0,0.5161760450040408,6.744614479410707,MORTGAGE,home_improvement,1,0
44,28116,26690,36,683,14,0,0.3064942184166226,0.0,RENT,major_purchase,3,0
66,27554,6935,60,562,7,1,0.05,9.193043721680658,RENT,other,1,0
39,53473,7625,12,589,9,2,0.37800763411523547,5.002536412234286,MORTGAGE,debt_consolidation,0,0
24,58022,18883,12,721,14,0,0.37709386541076195,5.713903040882611,RENT,debt_consolidation,1,0
46,149455,11913,36,716,5,0,0.3966779745056531,11.258829010583916,RENT,debt_consolidation,2,0
58,87770,15297,12,707,1,3,0.5160468646951551,9.160167387290047,RENT,home_improvement,0,0
62,51558,11343,24,608,1,0,0.057130512006004,5.408304054694441,OWN,debt_consolidation,1,0
52,40089,41375,24,722,9,4,0.31422750435010094,1.4170698544398332,RENT,other,1,0
59,299187,6373,36,557,5,0,0.2116013287997673,13.643307023937954,RENT,debt_consolidation,5,0
65,71393,9210,60,736,14,2,0.16879544178222725,0.299389990361572,MORTGAGE,other,3,0
66,32818,19632,12,629,13,0,0.33915515006556607,10.146834513005757,RENT,debt_consolidation,4,0
56,42839,6061,48,784,13,0,0.4552733045421013,0.0,RENT,major_purchase,0,0
60,28955,5850,36,528,11,3,0.39514199072887385,11.589366515725626,MORTGAGE,home_improvement,2,0
57,11582,14916,12,791,13,3,0.24687163662563588,12.053004264417844,RENT,debt_consolidation,2,0
53,59135,26739,36,621,2,0,0.3281792600684422,0.0,RENT,medical,0,0
56,142838,29682,36,619,3,3,0.4894844666944424,9.246675263439673,MORTGAGE,debt_consolidation,2,0
23,18428,14377,60,665,1,0,0.45246938675900333,8.832518238749273,MORTGAGE,debt_consolidation,2,0
29,50673,7803,48,594,6,1,0.26708449801600553,10.51524652343013,RENT,other,2,0
28,32075,16656,12,644,12,0,0.25737554365040327,8.826201375091593,MORTGAGE,debt_consolidation,0,0
53,67030,21013,36,590,6,0,0.09252737591015037,2.188421536048888,MORTGAGE,debt_consolidation,2,0
26,44205,16473,36,593,3,1,0.28558829996264534,5.913835162650646,OWN,debt_consolidation,2,1
61,21676,35858,12,688,3,0,0.0896316604342225,15.323232682169845,OWN,home_improvement,1,0
59,27209,5935,36,577,7,0,0.6600604531079172,1.4609326202521338,RENT,home_improvement,0,0
24,29786,7649,36,588,1,0,0.22173227646999347,8.614289791755862,RENT,home_improvement,2,0
33,109819,32089,36,540,5,0,0.5163471282969826,12.75626936977525,OWN,major_purchase,1,0
69,106505,4111,24,609,13,1,0.6227159311837985,2.0462359556967753,MORTGAGE,debt_consolidation,1,0
22,40667,8677,24,754,3,0,0.38243021127919824,0.0,MORTGAGE,debt_consolidation,1,0
25,102404,7441,48,582,5,2,0.334997861541964,0.6694883317443772,RENT,major_purchase,2,0
64,44182,3822,60,591,11,0,0.1516452115917376,8.974856807881999,RENT,major_purchase,0,0
47,40295,11502,12,665,14,0,0.2743099817526836,0.6269811350415289,OWN,debt_consolidation,0,0
52,50729,24270,60,620,4,0,0.5905947571803538,6.323199796839617,OWN,debt_consolidation,3,1
41,58156,15139,60,828,6,0,0.4026878944433403,13.8563569815161,RENT,other,4,0
28,35127,25328,24,636,12,0,0.3542522311188256,6.743459377956845,OWN,medical,2,0
58,49668,34667,48,676,9,0,0.5468184813763494,3.1109360591959816,MORTGAGE,major_purchase,2,0
28,78620,9813,60,725,2,0,0.45444358226835735,7.627048363566928,RENT,debt_consolidation,0,0
23,52982,111021,60,723,10,2,0.32781902783303557,6.6566357296583725,RENT,home_improvement,1,0
64,50295,10134,36,668,8,0,0.38243837535103953,9.263288194016212,RENT,debt_consolidation,1,0
23,65940,11270,12,637,14,1,0.23479024438530388,15.09572276909426,MORTGAGE,major_purchase,0,0
42,73132,7584,48,811,13,0,0.265843903045462,8.983844294184879,RENT,major_purchase,2,0
26,47213,20667,12,642,2,0,0.3190552056112012,17.16891255882952,OWN,home_improvement,0,0
22,36882,10589,24,614,4,0,0.43362065935605343,9.276509517387712,MORTGAGE,debt_consolidation,1,0
43,54913,12542,60,598,9,0,0.16289555409649317,3.16334353645978,RENT,major_purchase,0,0
64,18837,11337,60,511,4,0,0.36143604956340925,18.441514971143004,RENT,medical,5,0
22,43209,11133,12,715,7,4,0.2915206759905403,6.375909913273915,MORTGAGE,home_improvement,4,0
58,11126,15163,24,462,11,0,0.21486061723006927,1.7255388405449752,MORTGAGE,major_purchase,1,0
37,17935,9319,36,649,5,0,0.2923262675762518,18.618643318149672,RENT,debt_consolidation,1,0
55,16387,9675,36,633,13,0,0.05,3.3344155690976027,RENT,major_purchase,3,0
54,91895,31516,60,829,2,0,0.2363616988957431,3.138052839820523,MORTGAGE,home_improvement,1,0
43,49433,10563,60,503,8,0,0.18507696768860657,4.242647459777956,MORTGAGE,debt_consolidation,0,1
50,22988,18157,48,577,11,2,0.30801259360988537,7.823132066611025,RENT,major_purchase,1,0
28,65817,6557,12,639,10,0,0.05,11.654306987244436,MORTGAGE,home_improvement,1,0
42,88715,9360,60,634,10,1,0.37863391152642034,0.0,MORTGAGE,home_improvement,0,0
64,66508,4983,24,606,2,0,0.48641349446102944,11.632502426557508,RENT,debt_consolidation,0,0
56,43773,58897,12,643,3,0,0.33240554416551515,4.227326988351845,OWN,debt_consolidation,0,0
25,56358,40149,48,549,10,0,0.42481878101065645,4.9355277841993335,MORTGAGE,other,0,0
33,84195,21512,36,678,7,0,0.27309041653981353,15.575959054606587,RENT,debt_consolidation,0,0
49,36991,74673,48,464,5,0,0.11680683143361895,8.066540799344999,MORTGAGE,debt_consolidation,2,0
51,49907,24741,12,647,10,0,0.3502536981928479,9.238506739325508,MORTGAGE,medical,2,0
67,42010,11642,36,601,11,0,0.4520567565477828,6.757199425902185,MORTGAGE,debt_consolidation,1,0
36,18619,17997,24,731,3,1,0.15134178115885136,10.818212919411678,RENT,debt_consolidation,1,0
62,84960,39681,36,790,12,0,0.2802159085517247,15.090052864774389,MORTGAGE,debt_consolidation,1,0
50,168444,6606,36,623,2,1,0.31293253986433744,0.0,RENT,other,1,0
36,29019,5227,24,761,11,0,0.7777111467927418,12.423089953681213,RENT,debt_consolidation,2,0
32,87343,18487,60,624,6,2,0.38350567920798373,14.735165319376765,RENT,major_purchase,2,0
37,29578,8354,60,572,10,0,0.06416396317043338,9.505316239502962,MORTGAGE,home_improvement,3,0
36,53086,2190,36,789,1,0,0.05,3.613187886475755,RENT,debt_consolidation,1,0
32,121152,4942,36,691,8,4,0.45957482453956244,1.2386377604991132,MORTGAGE,debt_consolidation,2,0
28,35872,10413,48,650,5,0,0.7227547963994794,18.80922843456631,RENT,debt_consolidation,0,0
40,48590,13884,60,704,5,0,0.30785382730989214,2.4750815668856783,MORTGAGE,other,0,0
23,16632,14219,24,671,14,0,0.2988770611912236,14.58820785528126,RENT,medical,1,1
36,32908,66446,36,644,2,0,0.4146161264296394,8.952556622378857,RENT,medical,1,1
50,15618,11315,36,543,7,3,0.23025553874823365,17.229154030074106,MORTGAGE,debt_consolidation,2,0
65,63418,16688,48,628,5,2,0.05,5.4086991784506715,RENT,debt_consolidation,1,0
43,80739,3638,48,699,8,1,0.505589658391353,0.0,OWN,home_improvement,3,0
48,42916,13031,48,640,5,3,0.25802268073972556,7.0108542359797115,MORTGAGE,home_improvement,1,0
60,58193,17454,12,722,9,0,0.5075176798732056,0.0,MORTGAGE,major_purchase,1,0
25,40318,4446,24,680,5,0,0.23585198145339795,20.385302656037986,OWN,medical,0,0
40,76445,6328,12,579,13,1,0.3682668691190807,10.147491120404379,OWN,medical,2,0
60,52980,19758,36,544,3,0,0.47822479212330415,10.890652246772287,OWN,debt_consolidation,0,0
64,14892,8629,48,637,13,0,0.5105526426607808,10.893851415130273,RENT,major_purchase,3,0
21,86162,12307,48,608,2,0,0.3849483001222136,3.532051596883366,RENT,home_improvement,3,0
50,38803,20591,48,676,5,2,0.37748586436984993,6.339847537414725,RENT,home_improvement,3,0
41,22874,68152,60,592,10,0,0.4429559270268667,7.551823156798858,RENT,home_improvement,2,0
40,37670,11187,24,600,13,2,0.4196254301591228,16.719442317097283,RENT,medical,2,0
26,15658,55014,12,734,10,0,0.156322919874303,1.2145410070883385,RENT,home_improvement,2,0
42,23157,2787,24,661,5,0,0.1591876468544237,3.3570805512260025,RENT,debt_consolidation,1,0
38,53410,15043,48,593,6,2,0.05,5.185344468869923,RENT,debt_consolidation,1,0
28,56163,10226,36,651,2,3,0.464976200125947,3.631766704446794,OWN,other,2,1
59,58915,8725,60,760,5,0,0.29064053394335,0.0,RENT,medical,3,0
52,49115,22616,24,673,1,0,0.47302958680644525,0.0,MORTGAGE,debt_consolidation,2,0
53,32347,11252,36,697,3,0,0.41055658601817363,0.0,MORTGAGE,major_purchase,0,0
36,47444,2643,48,589,3,1,0.19963599776435456,12.495149662907451,RENT,debt_consolidation,1,0
32,37709,3749,48,732,3,0,0.3319666349697831,6.958905495103898,RENT,debt_consolidation,0,0
58,18481,23804,48,835,3,0,0.28177669225038615,11.177694581270348,MORTGAGE,home_improvement,0,0
54,30839,3605,48,586,8,1,0.25861647796046566,4.0874320204581895,MORTGAGE,debt_consolidation,0,1
34,83593,24320,60,555,1,0,0.4872930988239922,6.508321698704533,RENT,debt_consolidation,1,0
56,127131,14762,60,664,6,0,0.7266115205821508,15.065787504794418,RENT,major_purchase,1,0
53,72458,11658,24,720,6,2,0.5174305462615322,14.763613028287084,RENT,medical,4,0
43,123774,12516,48,642,1,2,0.3459565448963894,11.709860662961368,MORTGAGE,home_improvement,1,0
65,51597,20167,60,565,13,3,0.5389261639934186,8.012088936452095,MORTGAGE,debt_consolidation,0,0
22,139445,5208,36,641,1,0,0.6069353975466205,9.589847137746203,MORTGAGE,debt_consolidation,0,0
61,168163,13819,60,697,3,2,0.1411443826534554,8.853191493226962,OWN,debt_consolidation,0,0
41,17325,5369,60,617,8,1,0.5337282142043795,6.165366031729411,MORTGAGE,debt_consolidation,2,0
22,55988,15228,24,698,6,0,0.46545230281148076,4.978150952798011,RENT,medical,2,0
47,51629,22408,60,743,4,0,0.5282178584984749,12.611839726505629,MORTGAGE,home_improvement,0,0
29,38007,15256,36,669,5,0,0.4719931184025351,0.5218622555193226,RENT,debt_consolidation,0,0
21,65850,21739,48,647,10,1,0.31584064886987884,14.436791386243211,RENT,debt_consolidation,0,0
31,50245,7631,12,716,14,1,0.654930596627415,5.6227859662609285,RENT,other,1,0
23,31531,12711,24,581,3,1,0.4009397912873223,0.4297324765115871,MORTGAGE,home_improvement,3,0
43,48244,11043,36,573,14,0,0.284850946895862,4.27247571151694,MORTGAGE,home_improvement,1,0
46,100987,10480,24,628,11,0,0.42589670225605614,2.6279605645436312,OWN,home_improvement,2,0
24,54694,7040,48,610,11,0,0.49585938525917905,4.121628239480749,RENT,debt_consolidation,3,0
38,71408,9457,60,585,6,3,0.3642141613792994,4.030232406564175,RENT,other,3,0
26,41513,5485,60,796,6,1,0.4089704575283338,3.8315261431238854,RENT,debt_consolidation,1,0
55,64295,3444,36,823,6,0,0.36325506231554766,5.460214659300824,RENT,major_purchase,2,0
42,23729,7626,48,621,9,0,0.25098864003490345,6.676133339694638,RENT,debt_consolidation,0,0
63,36321,22043,12,657,14,1,0.22672633120583435,10.819298175904837,RENT,debt_consolidation,0,0
35,46092,16110,12,634,10,0,0.13957755701426192,5.775236840064501,MORTGAGE,medical,1,0
42,22792,4888,60,738,13,1,0.5777030051070118,8.630104033137972,MORTGAGE,major_purchase,2,0
57,29788,9654,48,754,11,0,0.3164874127805508,7.037656560242688,RENT,debt_consolidation,0,0
62,59152,23247,48,507,8,1,0.05,9.702903852464797,OWN,home_improvement,1,0
32,52992,9332,36,688,6,0,0.4094799618919263,7.233376698279301,RENT,debt_consolidation,2,0
67,79524,4297,12,545,2,0,0.40637406567609535,3.7658911234151504,RENT,other,0,0
69,34190,81316,36,790,4,3,0.07001484757544069,2.4090017367970686,MORTGAGE,major_purchase,2,1
62,50744,11689,24,685,6,0,0.22514056875001065,8.051147992521074,MORTGAGE,debt_consolidation,0,0
58,32757,5266,48,584,9,0,0.21855664481586062,13.366892449503194,RENT,debt_consolidation,1,0
38,74882,15321,12,630,11,4,0.2386598463811585,5.854376864951326,MORTGAGE,debt_consolidation,0,0
65,100152,12475,36,626,2,0,0.5319163792555355,3.495681730858988,MORTGAGE,major_purchase,0,0
55,65512,3892,60,692,6,1,0.3276683677899745,5.719146623642153,OWN,debt_consolidation,2,0
50,92662,14395,24,733,10,0,0.2859147672775773,4.193027445487555,MORTGAGE,debt_consolidation,0,0
44,49986,29348,36,558,11,0,0.518358491333089,3.665097404440429,RENT,other,1,0
62,79487,11088,60,797,10,0,0.42430216177755575,0.0,OWN,debt_consolidation,0,0
50,51289,2570,12,778,10,0,0.08885326130351762,5.777958568690558,OWN,debt_consolidation,3,0
34,26503,17562,12,579,7,2,0.25750645412481454,8.178885769216937,MORTGAGE,debt_consolidation,4,0
26,56842,21640,24,655,14,2,0.39829431307009183,1.5904792140097408,RENT,debt_consolidation,0,0
23,26979,8357,60,786,14,0,0.209916479898195,2.60830124866073,RENT,home_improvement,2,0
36,199481,8406,48,748,8,0,0.6544332182631697,2.2596900275589347,MORTGAGE,home_improvement,2,0
27,40116,81331,12,623,13,2,0.36693181454788754,0.06661016476899118,RENT,debt_consolidation,2,0
34,72187,7890,48,715,9,0,0.23699354906337125,2.222039481803665,MORTGAGE,debt_consolidation,0,0
29,48657,5445,48,850,5,0,0.18155845349959254,6.0107178558702055,RENT,debt_consolidation,3,0
35,23384,13630,36,658,9,0,0.4891291382053554,0.2897109697758067,RENT,debt_consolidation,0,0
41,15691,21160,36,599,9,0,0.25282070945090646,6.3122876626758195,RENT,debt_consolidation,3,0
55,76834,20454,12,663,13,0,0.406988626743756,3.4826660376979257,MORTGAGE,debt_consolidation,2,0
22,124194,1854,48,669,11,0,0.17727209646883502,2.355089705898525,RENT,debt_consolidation,3,0
47,31543,7874,36,608,7,0,0.3605296687286755,8.886044081865663,RENT,major_purchase,2,0
22,18141,33600,60,685,2,2,0.25461711531748077,3.799371973430488,RENT,debt_consolidation,3,0
55,40332,17350,60,549,8,0,0.3026908379787419,4.6499306696617495,RENT,major_purchase,0,0
38,27937,4970,60,596,12,0,0.2305578799421814,13.490034050001086,OWN,debt_consolidation,0,0
34,33183,36095,60,710,5,0,0.5038439416712406,2.399721831290144,RENT,major_purchase,1,0
40,70701,28909,48,509,13,1,0.27634940373135103,14.829372737961819,RENT,major_purchase,0,0
38,47558,10537,60,722,11,0,0.3284814207620447,5.261044354736697,RENT,home_improvement,0,0
30,29800,26999,48,489,8,0,0.33572865788018835,1.319326835640175,MORTGAGE,debt_consolidation,2,0
45,69779,66158,12,511,2,1,0.5918405182450441,4.230258294689916,RENT,debt_consolidation,0,0
22,73139,5747,12,610,14,0,0.4835462881087099,7.343874533111855,OWN,medical,2,0
45,40045,20834,60,672,7,0,0.46860211374169386,13.272519299203566,RENT,debt_consolidation,0,0
53,53249,65431,60,756,5,3,0.11331700654605475,10.994124042816402,RENT,debt_consolidation,0,0
56,66990,22525,60,654,4,0,0.2515411418596191,7.31953424917854,MORTGAGE,other,0,0
51,63301,7306,12,630,10,0,0.5282928073743373,13.29977990744562,MORTGAGE,home_improvement,2,0
34,50230,16173,36,696,13,0,0.17436037768675253,0.0,RENT,medical,2,0
21,115792,39970,12,580,6,1,0.36260203221825943,8.24720765029927,OWN,debt_consolidation,0,0
66,69536,5927,60,661,5,0,0.19021077436088166,8.549698633128004,MORTGAGE,debt_consolidation,2,0
36,37406,13041,36,554,6,1,0.20526391168858898,8.61071233789492,MORTGAGE,home_improvement,2,0
66,37541,10995,36,656,9,1,0.6021178479296305,0.0,MORTGAGE,home_improvement,1,0
23,35071,8061,24,639,1,0,0.4578905962364582,1.9154379916076332,OWN,debt_consolidation,2,0
55,71630,16207,48,585,13,1,0.49747103416918803,6.167627889211368,MORTGAGE,home_improvement,1,0
61,33737,12325,60,663,11,0,0.46756122202456685,12.57395752480739,MORTGAGE,major_purchase,1,0
26,37989,22352,48,662,1,0,0.32910674566557463,16.57632247858831,OWN,debt_consolidation,0,0
45,92486,33282,24,744,13,1,0.2462604938144154,3.6778237420828868,OWN,major_purchase,0,0
33,54993,4825,48,521,6,0,0.289686461087376,0.4507660401445204,MORTGAGE,debt_consolidation,2,0
54,100621,14101,60,643,2,0,0.32122603184198795,11.078807182125608,RENT,home_improvement,3,0
28,79129,12803,24,589,8,1,0.6164429103991875,20.071850056504417,MORTGAGE,debt_consolidation,1,0
41,24197,15720,48,719,7,1,0.14954653534557052,12.534703166505922,OWN,major_purchase,2,0
54,46107,13195,12,710,6,0,0.2669507827071808,3.256836380029869,RENT,debt_consolidation,0,0
24,88784,6096,36,690,4,1,0.2130554950541926,21.305696466086058,MORTGAGE,medical,0,0
45,23545,42778,24,593,9,0,0.508493479628072,10.433998102344567,MORTGAGE,home_improvement,1,0
35,63059,60150,12,720,7,2,0.6280682389008645,3.044933932041532,RENT,home_improvement,1,1
24,47880,20692,60,527,7,1,0.39631795397395936,16.671510831688554,MORTGAGE,other,2,0
65,17105,21557,36,511,5,0,0.40865237522653763,2.6500409430057985,RENT,debt_consolidation,0,0
32,52669,14836,24,547,1,0,0.36369813845629034,3.8945574066902826,OWN,home_improvement,0,0
52,29658,29009,36,647,14,1,0.4156218483921687,10.63310411170562,OWN,debt_consolidation,1,0
52,24328,1892,24,704,14,2,0.46597327435364405,6.8754734105537265,OWN,other,1,0
48,49290,13318,24,411,2,0,0.41384607693302317,7.185035660023835,OWN,major_purchase,1,0
33,15390,8449,48,755,8,0,0.42482514924174414,7.193457508213986,MORTGAGE,major_purchase,0,0
51,32709,15012,36,660,11,0,0.46631215452408126,12.572399629350803,MORTGAGE,debt_consolidation,0,0
34,226546,32019,36,524,5,0,0.08325828481173991,0.0,RENT,debt_consolidation,1,0
40,72412,13564,12,658,2,1,0.35030133952185877,8.42256942943235,MORTGAGE,debt_consolidation,0,0
38,28886,10012,60,737,12,0,0.39578135631267763,5.5489831145974104,MORTGAGE,home_improvement,1,0
49,113834,4347,12,697,5,1,0.41242222707789367,3.2375198373469205,RENT,debt_consolidation,1,0
26,27031,12241,48,737,8,2,0.3243670607324069,3.2243179103333297,RENT,debt_consolidation,1,0
52,35164,22875,24,540,4,3,0.3741127249695728,0.0,MORTGAGE,home_improvement,2,0
49,24604,6816,48,616,3,0,0.24201403929788484,3.007909481994029,MORTGAGE,medical,1,0
63,57162,2690,48,576,5,1,0.08377328964534048,13.452313624696686,MORTGAGE,debt_consolidation,2,0
22,111432,82404,12,787,13,2,0.4974705651958484,11.160274390137698,RENT,other,0,0
43,26919,17468,24,701,7,0,0.1798442595020745,6.043091188027537,MORTGAGE,debt_consolidation,2,0
39,14238,11189,60,850,2,0,0.3259319205329357,0.0,MORTGAGE,debt_consolidation,1,0
51,94332,40651,48,612,1,2,0.23763055506469916,11.109348861295643,MORTGAGE,medical,2,0
25,124527,14960,60,592,13,0,0.5880513919814119,13.549242058302092,OWN,home_improvement,1,0
39,14808,38778,24,638,11,3,0.33805329282369273,12.170973353988323,RENT,other,1,0
54,64604,36209,24,760,5,0,0.30343153056769007,2.156372225068151,OWN,home_improvement,3,0
